title;rating;address;metro;avg_check;breakfast;business_lunch;deleviry;parking;catering;banquets;telephone;site;restaurant_type;open_hours;positive_reviews;negative_reviews
Шелковый путь;0;Москва, Ленинградское ш., 16а, стр. 2, БЦ «Метрополис»;['Войковская', 'Балтийская'];До 700 ₽;Нет;Есть;Нет;Есть;Нет;Есть;+7 985 004 09 67;Сайт;['Паназиатская кухня', 'Кафе'];08:00 до 22:00;0;0
Zames;0;Москва, Ярцевская, 19, МФК «Кунцево-плаза»;['Молодежная'];1700–3000 ₽;Нет;Нет;Есть;Есть;Нет;Нет;+7 (495) 739 23 47;Нет;['Американская кухня', 'Бургеры', 'Стейки', 'Бары', 'Коктейльная карта'];12:00 до 22:00;0;0
Il Патио;0;Москва, 5-й км от МКАД по Новорижскому ш., дер. Воронки, ТРК «Рига-молл»;[];700–1700 ₽;Нет;Есть;Есть;Есть;Нет;Нет;+7 (495) 162 51 02;Сайт;['Итальянская кухня', 'Паста', 'Пицца'];11:00 до 23:00;0;0
Коробок;7.0;Москва, Б.Дмитровка, 7/5, стр. 2;['Лубянка', 'Охотный Ряд', 'Театральная', 'Площадь Революции', 'Кузнецкий Мост'];700–1700 ₽;Нет;Нет;Нет;Есть;Нет;Есть;+7 (499) 277 00 07;http://korobokmoscow.ru;['Бары', 'Коктейльная карта'];18:00 до 22:00;0;0
Кинзадза;0;Москва, Открытое ш., 24, корп. 11;['Бульвар Рокоссовского'];700–1700 ₽;Нет;Нет;Нет;Есть;Нет;Есть;+7 (499) 966 99 39;http://www.kinzadza.com;['Грузинская кухня', 'Европейская кухня', 'Пицца', 'Хачапури', 'Концерты'];12:00 до 05:00;0;0
Italia Bar;0;Москва, Трубная, 26, стр. 1;['Цветной бульвар', 'Трубная'];700–1700 ₽;Есть;Есть;Есть;Есть;Нет;Есть;+7 926 844 84 40;http://baritaly.ru;['Европейская кухня', 'Итальянская кухня', 'Паста', 'Пицца', 'Бары', 'Живая музыка'];08:00 до 02:00;0;0
Осока;1 отзыв;Москва, Лаврушинский пер., 17, стр. 4;['Новокузнецкая', 'Третьяковская'];До 700 ₽;Нет;Нет;Нет;Нет;Нет;Нет;+7 903 741 18 88;Нет;['Вегетарианское меню', 'Здоровое питание', 'Кафе'];12:00 до 22:00;1;0
Стардогс;0;Москва, 34-й трассы М2, АЗС «Роснефть»;[];До 700 ₽;Нет;Нет;Нет;Есть;Нет;Нет;+7 (495) 540 57 23;http://www.stardogs.ru;['Сэндвичи', 'Стритфуд', 'Фастфуд', 'Круглосуточно'];00:00 до 00:00;0;0
Casting Café;0;Москва, Н.Арбат, 24, в здании кинотеатра «Каро 11 Октябрь», 1 этаж;['Арбатская'];700–1700 ₽;Нет;Есть;Нет;Есть;Нет;Есть;+7 903 682 08 04;Нет;['Европейская кухня', 'Кафе'];12:00 до 00:00;0;0
Domino's Pizza;0;Москва, Ореховый б-р, 45, корп. 1;['Красногвардейская', 'Зябликово'];До 700 ₽;Нет;Нет;Есть;Есть;Нет;Нет;+7 (495) 478 88 17;http://www.dominospizza.ru;['Итальянская кухня', 'Пицца', 'Кафе', 'Фастфуд'];11:00 до 23:00;0;0
Stefano;0;Москва, 1-я Мясниковская, 2;['Белокаменная'];1700–3000 ₽;Есть;Нет;Есть;Есть;Нет;Есть;+7 (495) 131 40 13;http://www.stefano-trattoria.ru;['Европейская кухня', 'Итальянская кухня', 'Паста', 'Пицца'];10:00 до 23:00;0;0
Пицца Паоло;0;Москва, Святоозерская, 1а, ТЦ «Косино-парк»;['Косино', 'Улица Дмитриевского'];До 700 ₽;Нет;Нет;Есть;Есть;Нет;Нет;+7 (499) 553 00 40;Сайт;['Итальянская кухня', 'Пицца', 'Кафе', 'Фастфуд'];11:00 до 23:00;0;0
Shwarm;0;Москва, Новослободская, 16а, пространство «Профсоюз»;['Новослободская', 'Менделеевская'];До 700 ₽;Нет;Нет;Нет;Есть;Нет;Нет;+7 926 875 18 55;http://shwarm.ru;['Арабская кухня', 'Турецкая кухня', 'Шаурма', 'Кафе', 'Стритфуд'];18:00 до 05:00;0;0
Cofix;0;Москва, Орджоникидзе, 11, стр. 1а, дисконт-центр «Орджоникидзе, 11»;['Ленинский проспект', 'Площадь Гагарина'];До 700 ₽;Есть;Нет;Нет;Нет;Нет;Нет;+7 915 186 93 43;http://www.cofix.ru;['Европейская кухня', 'Сэндвичи', 'Кофейни'];10:00 до 22:00;0;0
Муся и второе;2 отзыва;Москва, Никитский б-р, 25;['Арбатская'];Нет;Нет;Нет;Нет;Есть;Нет;Нет;+7 (495) 055 65 30;Нет;['Кулинарии'];10:00 до 22:00;2;0
Prosecco Bar PR11;0;Москва, Сретенка, 7;['Чистые пруды', 'Тургеневская', 'Сретенский бульвар'];700–1700 ₽;Нет;Нет;Нет;Есть;Нет;Нет;+7 967 062 96 69;Нет;['Европейская кухня', 'Бары'];14:00 до 04:00;0;0
Сокол;0;Москва, Дзержинский, Томилинская, 26а;[];700–1700 ₽;Нет;Есть;Нет;Есть;Нет;Есть;+7 (495) 550 57 30;http://sokolrestoran.ru;['Азербайджанская кухня', 'Европейская кухня', 'Паста', 'Русская кухня'];12:00 до 01:00;0;0
Торты Александра Селезнева;0;Москва, Б.Тульская, 11, ТДК «Тульский»;['Тульская'];Нет;Нет;Нет;Есть;Есть;Нет;Нет;+7 (495) 980 97 87;http://24tort.ru;['Торты на заказ', 'Кондитерские'];08:00 до 22:00;0;0
Фасолька;0;Москва, Ленинский просп., 2/1, гостиница «Варшава»;['Октябрьская'];700–1700 ₽;Есть;Есть;Нет;Есть;Нет;Есть;+7 (499) 255 18 25;http://cafefasolka.business.site;['Европейская кухня', 'Русская кухня', 'Кафе', 'Кофейни'];10:00 до 00:00;0;0
Тары-бары;0;Москва, Раменский р-н, с. Новое, усадьба СпецСМУ, 8а;[];700–1700 ₽;Нет;Есть;Нет;Есть;Нет;Есть;+7 (496) 467 88 88;Сайт;['Грузинская кухня', 'Европейская кухня', 'Паровые коктейли', 'Пельмени', 'Русская кухня', 'Бары', 'Живая музыка', 'Караоке', 'Кафе'];11:00 до 02:00;0;0
Dolce latte;0;Москва, аэропорт Шереметьево, терминал D;[];Нет;Нет;Нет;Нет;Есть;Нет;Нет;+7 (495) 780 02 96;http://www.dolcelatte.ru;['Кондитерские'];09:00 до 21:00;0;0
Лаванда;0;Москва, Ниж.Красносельская, 35, стр. 48;['Красносельская', 'Бауманская'];До 700 ₽;Нет;Нет;Нет;Есть;Нет;Нет;+7 901 720 12 00;http://www.lavandacafe.ru;['Сэндвичи', 'Кафе', 'Кофейни'];08:00 до 21:00;0;0
Pims;0;Москва, Усачева, 26, Усачевский рынок, 1 этаж;['Фрунзенская', 'Спортивная', 'Лужники'];Нет;Нет;Нет;Нет;Нет;Нет;Нет;+7 916 180 49 51;http://pimstea.com;['Чайные'];10:00 до 23:00;0;0
Территория;0;Москва, Липецкая, 22;['Царицыно', 'Орехово'];700–1700 ₽;Нет;Нет;Нет;Есть;Нет;Есть;+7 906 723 17 82;http://www.territoriabar.ru;['Бургеры', 'Европейская кухня', 'Итальянская кухня', 'Паровые коктейли', 'Паста', 'Пицца', 'Стейки', 'Суши', 'Японская кухня', 'Бары', 'Караоке', 'Коктейльная карта'];16:00 до 06:00;0;0
Domino's Pizza;0;Москва, Нижегородская, 72/2;['Нижегородская', 'Новохохловская'];До 700 ₽;Нет;Нет;Есть;Есть;Нет;Нет;+7 (495) 478 88 98;http://www.dominospizza.ru;['Итальянская кухня', 'Пицца', 'Кафе', 'Фастфуд'];10:00 до 23:00;0;0
Royal;0;Москва, Ильинка, 4, Гостиный Двор, вход из Рыбного пер.;['Охотный Ряд', 'Театральная', 'Площадь Революции', 'Китай-город'];1700–3000 ₽;Нет;Нет;Нет;Есть;Нет;Есть;+7 968 810 81 03;Сайт;['Вок', 'Китайская кухня'];11:00 до 23:00;0;0
Место;0;Москва, пос. Коммунарка, Александры Монаховой, 96, корп. 2;['Коммунарка'];700–1700 ₽;Есть;Есть;Есть;Есть;Есть;Есть;+7 995 001 43 03;http://taplink.cc/mestocafe_moscow;['Бургеры', 'Европейская кухня', 'Паста', 'Живая музыка', 'Кафе'];11:00 до 23:00;0;0
Peat Me;0;Москва, просп. Мира, 119, стр. 291д, ВДНХ;['ВДНХ'];До 700 ₽;Нет;Нет;Нет;Нет;Нет;Нет;+7 926 693 13 42;Нет;['Кафе', 'Стритфуд', 'Фастфуд'];10:00 до 22:00;0;0
Теремок;0;Москва, Осенний б-р, 12, ТЦ «Крылатский»;['Крылатское'];До 700 ₽;Нет;Нет;Есть;Есть;Нет;Нет;+7 (495) 956 27 30 (единая справочная);http://www.teremok.ru;['Блины', 'Русская кухня', 'Кафе', 'Фастфуд'];08:00 до 22:00;0;0
Subway;0;Москва, Никольская, 17, стр. 1;['Охотный Ряд', 'Театральная', 'Площадь Революции'];До 700 ₽;Нет;Нет;Нет;Нет;Нет;Нет;+7 925 834 85 53;http://www.subway.ru;['Американская кухня', 'Сэндвичи', 'Кафе', 'Фастфуд', 'Круглосуточно'];00:00 до 00:00;0;0
Суши-сет;0;Москва, Коктебельская, 2, корп. 1;['Бульвар Дмитрия Донского', 'Улица Старокачаловская'];До 700 ₽;Нет;Нет;Есть;Есть;Нет;Нет;+7 (495) 150 55 22;Сайт;['Суши', 'Японская кухня', 'Фастфуд'];10:00 до 23:00;0;0
Сыроварня Депо;1 отзыв;Москва, Лесная, 20, стр. 4, пространство «Депо. Москва»;['Белорусская', 'Новослободская', 'Менделеевская'];1700–3000 ₽;Нет;Нет;Есть;Есть;Нет;Есть;+7 (495) 228 83 17;http://syrovarnya.com/depo;['Итальянская кухня', 'Паста', 'Пицца', 'Сыроварни'];12:00 до 00:00;1;0
KFC;0;Москва, Комсомольский просп., 24, стр. 1;['Фрунзенская'];До 700 ₽;Есть;Нет;Есть;Нет;Нет;Нет;+7 (499) 245 64 26;Сайт;['Американская кухня', 'Бургеры', 'Сэндвичи', 'Кафе', 'Фастфуд'];08:00 до 22:00;0;0
Мох / Волна;0;Москва, Ниж.Сыромятническая, 10, стр. 7, на территории центра дизайна Artplay, вход по зеленой лестнице;['Курская', 'Чкаловская'];До 700 ₽;Нет;Нет;Есть;Есть;Есть;Нет;+7 916 814 31 80;http://moxveganfood.ru;['Вегетарианское меню', 'Европейская кухня', 'Бары', 'Кафе'];10:00 до 22:00;0;0
BB & Burgers;0;Москва, 20-й км Ильинского ш., дер. Глухово, Центральная, 46;[];До 700 ₽;Нет;Нет;Есть;Нет;Нет;Нет;+7 965 383 30 16;http://bbburgers.ru;['Американская кухня', 'Бургеры', 'Сэндвичи', 'Кафе', 'Фастфуд', 'Веранды'];11:00 до 23:00;0;0
Veganga;0;Москва, Ольховская, 14, стр. 2;['Красносельская', 'Бауманская'];До 700 ₽;Нет;Нет;Нет;Нет;Нет;Нет;+7 925 174 23 62;http://www.vk.com/veganga;['Вегетарианское меню', 'Европейская кухня', 'Кафе'];13:00 до 00:00;0;0
Брикет-маркет;0;Москва, Цветной б-р, 15, стр. 1, универмаг «Цветной», 5 этаж;['Цветной бульвар', 'Трубная'];Нет;Нет;Нет;Нет;Есть;Нет;Нет;Нет;http://briketmarket.com;['Фуд-корты'];10:00 до 22:00;0;0
Беби Джоли;0;Москва, Комсомольский просп., 14/1, корп. 2;['Парк культуры'];700–1700 ₽;Нет;Есть;Есть;Есть;Нет;Есть;+7 (499) 499 40 45;http://www.bebijoli.ru;['Грузинская кухня', 'Европейская кухня', 'Хачапури', 'Хинкали', 'Шашлыки'];11:00 до 23:00;0;0
Prime;0;Москва, Дербеневская наб., 11, БЦ «Полларс»;['Павелецкая'];До 700 ₽;Есть;Нет;Есть;Есть;Нет;Нет;+7 (495) 664 23 63 (единая справочная);Сайт;['Европейская кухня', 'Суши', 'Сэндвичи', 'Японская кухня', 'Кафе', 'Фастфуд'];07:00 до 20:00;0;0
Ливан-хаус;0;Москва, Миклухо-Маклая, 32а, ТЦ «Капитолий Беляево»;['Беляево'];До 700 ₽;Нет;Нет;Есть;Есть;Нет;Нет;+7 905 560 51 36;Сайт;['Арабская кухня', 'Европейская кухня', 'Ливанская кухня', 'Турецкая кухня', 'Шаурма', 'Шашлыки', 'Кафе', 'Фастфуд'];09:00 до 22:00;0;0
Хлебница;0;Москва, Тушинская, 24, стр. 15;['Тушинская'];Нет;Нет;Нет;Нет;Есть;Нет;Нет;Нет;http://hlebnitca.ru;['Пироги', 'Пекарни'];10:00 до 21:00;0;0
Родник;0;Москва, Талалихина, 2/1, корп. 1;['Таганская', 'Пролетарская', 'Марксистская', 'Крестьянская Застава'];700–1700 ₽;Нет;Есть;Нет;Есть;Нет;Есть;+7 (495) 676 55 35;Сайт;['Европейская кухня', 'Русская кухня', 'Кафе'];13:00 до 23:00;0;0
Суши-шоп;0;Москва, Профсоюзная, 2/22;['Академическая'];До 700 ₽;Нет;Есть;Есть;Есть;Нет;Нет;+7 (495) 933 34 35;Сайт;['Вок', 'Суши', 'Японская кухня', 'Фастфуд'];10:00 до 23:00;0;0
Dizengof 99;7.7;Москва, Покровский б-р, 8, стр. 1;['Курская', 'Китай-город', 'Чкаловская'];1700–3000 ₽;Есть;Есть;Есть;Есть;Есть;Есть;+7 929 569 82 25;http://www.dizengof99.com;['Израильская кухня', 'Кафе'];10:00 до 00:00;0;0
Буханка;0;Москва, Красногорский р-н, дер. Путилково, Новотушинская, 4;[];Нет;Нет;Нет;Нет;Нет;Нет;Нет;Нет;http://buhanka.ru;['Пекарни'];08:00 до 22:00;0;0
Алло! Пицца;0;Москва, Варшавское ш., 82;['Варшавская'];700–1700 ₽;Нет;Есть;Есть;Есть;Нет;Нет;+7 (495) 730 20 23;http://pizza-allo.ru/msk;['Европейская кухня', 'Итальянская кухня', 'Паста', 'Пицца', 'Кафе'];10:00 до 23:00;0;0
Method Beer & Munchies;0;Москва, Товарищеский пер., 4, стр. 5, арт-кластер «Смена 2.0»;['Таганская', 'Марксистская'];700–1700 ₽;Нет;Нет;Нет;Есть;Нет;Нет;+7 903 163 22 43;http://methodbeer.ru;['Европейская кухня', 'Бары'];16:00 до 02:00;0;0
Il Патио;0;Москва, Гарибальди, 23, ТЦ «Панорама»;['Новые Черемушки'];700–1700 ₽;Есть;Есть;Есть;Есть;Нет;Нет;+7 968 072 51 76;Сайт;['Итальянская кухня', 'Паста', 'Пицца'];10:00 до 00:00;0;0
Amara Platinum;0;Москва, 1-я ул. Машиностроения, 10;['Дубровка'];1700–3000 ₽;Нет;Нет;Нет;Есть;Нет;Есть;+7 (499) 455 52 55;http://amararest.ru;['Бургеры', 'Европейская кухня', 'Паровые коктейли', 'Паста', 'Пицца', 'Суши', 'Японская кухня'];11:00 до 03:00;0;0
Coffeeport;0;Москва, Одинцовский р-н, дер. Сколково, Новая, 100;[];Нет;Нет;Нет;Нет;Есть;Нет;Нет;+7 800 777 02 18;http://www.coffeeport.ru;['Кофейни'];08:30 до 19:30;0;0
K-town Noodle Bar;0;Москва, Театральный пр., 5/1, Центральный детский магазин;['Лубянка', 'Кузнецкий Мост'];До 700 ₽;Нет;Нет;Есть;Есть;Нет;Нет;+7 916 885 92 00;http://www.k-town.ru;['Вегетарианское меню', 'Вок', 'Корейская кухня', 'Кафе'];10:00 до 22:00;0;0
Naja;0;Москва, Васильевская, 13, стр. 1;['Белорусская', 'Маяковская'];1700–3000 ₽;Нет;Нет;Нет;Есть;Нет;Есть;+7 968 058 33 33;http://naja.moscow;['Бургеры', 'Вок', 'Европейская кухня', 'Паназиатская кухня', 'Паста', 'Стейки', 'Бары', 'Караоке'];12:00 до 06:00;0;0
Восточный дворик;0;Москва, Каланчевская, 4/2;['Красные Ворота', 'Комсомольская'];700–1700 ₽;Есть;Есть;Нет;Нет;Нет;Есть;+7 (499) 975 48 63;http://www.vostochny-dvorik.ru;['Азербайджанская кухня', 'Грузинская кухня', 'Европейская кухня', 'Паровые коктейли', 'Русская кухня', 'Узбекская кухня', 'Шашлыки', 'Веранды'];09:00 до 02:00;0;0
Суши Wok;0;Москва, Сущевская, 13/15, стр. 1;['Новослободская', 'Менделеевская'];До 700 ₽;Нет;Есть;Есть;Есть;Нет;Нет;+7 (499) 754 44 44 (единая справочная);http://www.sushiwok.ru;['Вок', 'Итальянская кухня', 'Пицца', 'Суши', 'Японская кухня', 'Фастфуд'];10:00 до 23:00;0;0
Буханка;0;Москва, Петрозаводская, 9, корп. 2;['Беломорская'];Нет;Нет;Нет;Нет;Нет;Нет;Нет;Нет;http://buhanka.ru;['Пекарни'];08:00 до 22:00;0;0
Помпончик;0;Москва, 48-й км Дмитровского ш., дер. Ермолино;[];До 700 ₽;Нет;Нет;Нет;Есть;Нет;Нет;+7 (495) 181 79 68;http://www.pomponchik.com;['Пельмени', 'Русская кухня', 'Чебуреки', 'Кафе', 'Фастфуд'];00:00 до 00:00;0;0
Моцца;0;Москва, Лесная, 7, БЦ «Белые сады»;['Белорусская'];1700–3000 ₽;Нет;Нет;Есть;Нет;Нет;Нет;+7 (495) 790 04 38;http://mozzarest.com;['Итальянская кухня', 'Паста', 'Пицца'];12:00 до 00:00;0;0
Москва 24;0;Москва, Земляной Вал, 58;['Таганская', 'Марксистская'];1700–3000 ₽;Есть;Нет;Нет;Нет;Нет;Есть;+7 (495) 150 07 24;http://karaoke-moscow.ru;['Европейская кухня', 'Пицца', 'Караоке', 'Коктейльная карта', 'Круглосуточно'];00:00 до 00:00;0;0
Дядюшка Кофе;0;Москва, Новоспасский пер., 3, корп. 2;['Пролетарская', 'Крестьянская Застава'];Нет;Нет;Нет;Нет;Есть;Нет;Нет;+7 (495) 199 86 98;http://www.chaykofgroup.ru;['Кофейни'];08:00 до 22:00;0;0
Роллофф;0;Москва, Котельники, 2-й Покровский пр., 2;[];700–1700 ₽;Нет;Нет;Есть;Есть;Нет;Нет;+7 (495) 669 69 69;Сайт;['Европейская кухня', 'Итальянская кухня', 'Пицца', 'Суши', 'Японская кухня', 'Кафе'];11:00 до 23:00;0;0
Дружба;7.0;Москва, Рочдельская, 15, стр. 30, БЦ «Трехгорная мануфактура»;['Краснопресненская', 'Улица 1905 года', 'Баррикадная'];1700–3000 ₽;Нет;Есть;Нет;Есть;Нет;Нет;+7 (495) 120 11 33;http://cafedrujba.com;['Бургеры', 'Европейская кухня', 'Паровые коктейли', 'Паста', 'Русская кухня', 'Стейки', 'Бары', 'Живая музыка', 'Кафе', 'Коктейльная карта'];12:00 до 06:00;0;0
Фуд-корт Гастрофермы;0;Москва, Ниж.Красносельская, 35, стр. 59;['Красносельская', 'Бауманская'];Нет;Нет;Нет;Нет;Есть;Нет;Нет;+7 925 005 84 26;http://gastroferma.ru;['Фастфуд', 'Фуд-корты'];11:00 до 23:00;0;0
Chowder & Pie;1 отзыв;Москва, Лесная, 20, стр. 3, фуд-молл «Депо. Москва»;['Белорусская', 'Новослободская', 'Менделеевская'];До 700 ₽;Нет;Нет;Нет;Есть;Нет;Нет;Нет;Нет;['Австралийская кухня', 'Кафе'];10:00 до 23:00;0;1
Okisushi;0;Москва, ​Заревый пр., 14/12;['Медведково'];До 700 ₽;Нет;Нет;Есть;Есть;Нет;Нет;+7 (499) 648 07 07;http://okisushi.ru;['Суши', 'Японская кухня', 'Кафе'];10:00 до 21:00;0;0
Додо-пицца;0;Москва, Пресненская наб., 2, ТЦ «Афимолл-сити»;['Деловой центр'];До 700 ₽;Нет;Нет;Есть;Есть;Нет;Нет;+7 800 333 00 60;http://dodopizza.ru;['Итальянская кухня', 'Пицца', 'Кафе', 'Фастфуд'];10:00 до 23:00;0;0
Лепешка;0;Москва, Космонавта Волкова, 6а;['Войковская', 'Сокол', 'Балтийская'];Нет;Нет;Нет;Нет;Есть;Нет;Нет;+7 916 157 05 69;Нет;['Кофейни'];09:00 до 22:00;0;0
Tesla;0;Москва, Правды, 24, стр. 8;['Белорусская'];700–1700 ₽;Нет;Есть;Нет;Есть;Нет;Есть;+7 968 873 10 11;http://bartesla.ru;['Европейская кухня', 'Бары', 'Кафе'];12:00 до 00:00;0;0
Prime;0;Москва, Ленинградский просп., 72, корп. 4, БК Alcon I;['Сокол'];До 700 ₽;Есть;Нет;Есть;Есть;Нет;Нет;+7 (495) 664 23 63 (единая справочная);Сайт;['Вегетарианское меню', 'Европейская кухня', 'Суши', 'Сэндвичи', 'Японская кухня', 'Кафе', 'Фастфуд', 'Веранды'];08:00 до 20:00;0;0
Fish Point на Симферопольском шоссе;0;Москва, 41-й км Симферопольского ш., рыболовный клуб «Золотой сазан»;[];Больше 3000 ₽;Нет;Нет;Нет;Есть;Нет;Есть;+7 (495) 782 23 34;Сайт;['Паровые коктейли', 'Русская кухня', 'Рыба и морепродукты', 'Рестораны у воды', 'Веранды'];12:00 до 00:00;0;0
Волконский;0;Москва, ​Ленинский просп., 67;['Университет'];700–1700 ₽;Есть;Нет;Есть;Есть;Нет;Нет;+7 (495) 740 08 41;Сайт;['Европейская кухня', 'Паста', 'Сэндвичи', 'Кондитерские', 'Кофейни', 'Пекарни'];08:00 до 21:00;0;0
Шоколадница;0;Москва, аэропорт Домодедово, зона вылета международных рейсов;['Домодедовская'];700–1700 ₽;Нет;Нет;Нет;Есть;Нет;Нет;+7 800 100 33 60;http://www.shoko.ru;['Блины', 'Европейская кухня', 'Паста', 'Сэндвичи', 'Кондитерские', 'Кофейни', 'Круглосуточно'];00:00 до 00:00;0;0
Veranda;0;Москва, Ниж.Сусальный пер., 5, стр. 16, бизнес-квартал «Арма»;['Курская', 'Чкаловская'];До 700 ₽;Нет;Нет;Нет;Есть;Есть;Есть;+7 965 409 37 38;http://veranda-arma.ru;['Европейская кухня', 'Русская кухня', 'Кафе', 'Кофейни'];08:00 до 18:00;0;0
Магбургер;0;Москва, 57-й км трассы М7, АЗС «Нефтьмагистраль №047»;[];До 700 ₽;Нет;Нет;Нет;Есть;Нет;Нет;+7 (495) 544 46 45;http://neftm.ru/multservisy/restorany;['Американская кухня', 'Бургеры', 'Европейская кухня', 'Пицца', 'Кафе', 'Фастфуд', 'Круглосуточно'];00:00 до 00:00;0;0
Синдбад;0;Москва, Люсиновская, 62;['Добрынинская', 'Шаболовская', 'Серпуховская', 'Тульская'];700–1700 ₽;Нет;Есть;Нет;Есть;Нет;Есть;+7 925 296 91 62;Нет;['Ливанская кухня', 'Паровые коктейли', 'Кафе', 'Веранды'];12:00 до 00:00;0;0
Frank by Баста;0;Москва, Павелецкая пл., 3, ТРЦ «Павелецкая плаза»;['Павелецкая'];700–1700 ₽;Нет;Есть;Есть;Есть;Нет;Нет;+7 800 222 35 35;http://frankmeat.ru;['Американская кухня', 'Бургеры', 'Стейки', 'Шаурма', 'Бары', 'Пивные рестораны'];10:00 до 00:00;0;0
Coffee Moments;0;Москва, Шаболовка, 31б, офис «Альфа-страхование»;['Шаболовская'];Нет;Нет;Нет;Нет;Есть;Нет;Нет;+7 (495) 796 81 88;http://www.coffeemoments.ru;['Пироги', 'Сэндвичи', 'Кофейни'];08:00 до 19:00;0;0
Cofix;0;Москва, Б.Бронная, 27/4;['Тверская', 'Пушкинская', 'Чеховская'];До 700 ₽;Есть;Нет;Нет;Нет;Нет;Нет;+7 985 779 99 72;http://cofix.ru;['Европейская кухня', 'Сэндвичи', 'Кофейни'];08:00 до 22:00;0;0
Il Патио;0;Москва, Б.Тульская, 11, ТДК «Тульский»;['Тульская'];700–1700 ₽;Нет;Есть;Есть;Есть;Нет;Нет;+7 (495) 105 93 87;Сайт;['Итальянская кухня', 'Паста', 'Пицца'];10:00 до 22:00;0;0
Дервиш;0;Москва, Истринский р-н, Дедовск, 1-я Волоколамская, 60б;[];700–1700 ₽;Нет;Есть;Нет;Есть;Нет;Есть;+7 (495) 992 78 53;Нет;['Азербайджанская кухня', 'Европейская кухня', 'Русская кухня', 'Шашлыки', 'Живая музыка', 'Кафе'];11:00 до 00:00;0;0
Eat Market Алкон;1 отзыв;Москва, Ленинградский просп., 70, БЦ Alcon II;['Сокол'];Нет;Есть;Есть;Есть;Нет;Нет;Есть;+7 964 539 45 49;http://eatmarket.ru/foodhall/alcon;['Фуд-корты'];10:00 до 23:00;1;0
Bluefin;0;Москва, 8-й км от МКАД по Киевскому ш., дер. Лапшинка, влад. 30/1в, Vnukovo Premium Outlet, Terminal Foodhall;['Рассказовка'];1700–3000 ₽;Нет;Нет;Есть;Есть;Нет;Нет;+7 (495) 445 02 60;http://bluefin.moscow;['Суши', 'Устрицы', 'Японская кухня', 'Рыба и морепродукты'];10:00 до 22:00;0;0
Rockstar Dogs;0;Москва, Солянка, 1/2, стр. 1;['Китай-город'];700–1700 ₽;Нет;Нет;Нет;Нет;Нет;Нет;Нет;http://rockstardogs2.tilda.ws;['Американская кухня', 'Мексиканская кухня', 'Кафе', 'Стритфуд'];12:00 до 22:00;0;0
Brunchy Brunch;0;Москва, Ленинградский просп., 29, корп. 4;['Динамо', 'Петровский парк'];Нет;Нет;Нет;Нет;Есть;Нет;Нет;+7 966 160 60 58;Нет;['Европейская кухня', 'Кафе'];07:00 до 22:00;0;0
Larionov Grill & Bar;0;Москва, микрорайон Северное Чертаново, 1а, ТЦ «Авентура»;['Чертановская'];1700–3000 ₽;Есть;Нет;Нет;Есть;Нет;Есть;+7 916 555 66 59;http://larionovbar.ru;['Бургеры', 'Европейская кухня', 'Паровые коктейли', 'Стейки', 'Бары', 'Спортбары'];10:00 до 00:00;0;0
Quattro venti;0;Москва, Киевская, 2, ТГК «Киевский», гастроцентр Eataly, 4 этаж;['Киевская'];Больше 3000 ₽;Нет;Нет;Нет;Есть;Нет;Есть;+7 (495) 665 96 55;http://www.eataly.ru;['Итальянская кухня', 'Паста'];12:00 до 00:00;0;0
French Kiss;0;Москва, Земляной Вал, 33, ТРК «Атриум»;['Курская', 'Чкаловская'];Нет;Нет;Нет;Нет;Есть;Нет;Нет;+7 903 216 77 39;http://www.frenchkiss.ru;['Кондитерские'];10:00 до 22:00;0;0
KFC;0;Москва, 41-й км МКАД, пересечение с Калужским ш., ТЦ «Мега Теплый Стан»;['Теплый Стан', 'Ясенево'];До 700 ₽;Нет;Нет;Есть;Есть;Нет;Нет;+7 (495) 789 82 39;Сайт;['Американская кухня', 'Бургеры', 'Сэндвичи', 'Кафе', 'Фастфуд'];10:00 до 00:00;0;0
Fan Zone;0;Москва, Кировоградская, 24а, ТК «Пражский град», 2 этаж;['Пражская'];700–1700 ₽;Нет;Нет;Нет;Есть;Нет;Есть;Нет;http://fanzone.bar;['Чешская кухня', 'Бары', 'Спортбары'];14:00 до 03:00;0;0
Фиданочка;0;Москва, Юных Ленинцев, 7;['Текстильщики'];700–1700 ₽;Нет;Есть;Есть;Есть;Нет;Есть;+7 (499) 178 72 71;http://www.fidanochka.ru;['Грузинская кухня', 'Европейская кухня', 'Русская кухня', 'Банкетные залы'];09:00 до 00:00;0;0
Самарканд;0;Москва, Новоясеневский просп., 1, стр. 4;['Теплый Стан'];700–1700 ₽;Нет;Есть;Есть;Есть;Нет;Есть;+7 929 509 70 70;http://www.samarkandrest.ru;['Европейская кухня', 'Паровые коктейли', 'Узбекская кухня', 'Хачапури', 'Чебуреки', 'Шашлыки', 'Бары', 'Кафе'];08:00 до 01:00;0;0
Villaggio Fest;0;Москва, ;[];Нет;Нет;Нет;Нет;Есть;Есть;Есть;+7 (495) 142 80 68;http://villaggiofest.ru;[];Время работы не указан;0;0
Чебуречная СССР;0;Москва, Ленинградский просп., 75, корп. 1б;['Сокол'];До 700 ₽;Нет;Нет;Нет;Нет;Нет;Есть;+7 985 479 64 94;http://www.chebureky.ru;['Пельмени', 'Русская кухня', 'Чебуреки', 'Кафе'];08:00 до 23:00;0;0
